Report No.,Code,Incident Type,Title,Date,Location,Barangay,Municipality,Province,Latitude,Longitude,Description,Weapons,Actors,Actor Categories,Unspecified,Pistol,Revolver,Assault Rifle,Rifle,Shotgun,SMG,LMG,HMG,GL,AGL,RPG/ATW,Mortar,ATGM,MANPADS,Hand Grenade,Projected Gren,Rifle Gren,Munition,Ammo,Craft handgun,Craft Rifle,Craft Shotgun,Craft SMG,Craft RPG,Tags,Convergence,Arms Score,Source
1,PHL.26.02.26.002,Seizure,"Shooting suspect arrested by joint army-police operation in Panamao, Sulu",26 February 2026,"Barangay Kamalig, Panamao, Sulu",Barangay Kamalig,Panamao,Sulu,5.9418,121.2352,"Troops of the 21st Infantry Battalion and personnel from the Panamao Municipal Police Station responded to a report of a shooting incident in Barangay Kamalig, Panamao, Sulu on 26 February 2026. A caliber .45 pistol was seized following the operation. The suspect was arrested without further violence. Images corroborated the recovery of one M1911 pistol bearing US Army markings.",- 1 M1911 caliber .45 pistol (with US Army markings),"Criminal individual (shooting suspect)
Military (21st Infantry Battalion, 1102nd Infantry Brigade, 11th Infantry Division)
Police (Panamao Municipal Police Station)","Criminal Individual, Military, Police",,1,,,,,,,,,,,,,,,,,,,,,,,,Crime,,1,https://www.facebook.com/TheMindanaoSentinel2/posts/pfbid0riDcRNi5i4m4m1CTD9EFjRDwz2sjGQXy4BJodaEG4oiNEXiry8XXZRbxvGGVnZLsl
1,PHL.26.02.26.003,Surrender/amnesty,"Milisyang Bayan member surrenders M16 assault rifle to troops in San Mariano, Isabela",26 February 2026,"San Mariano, Isabela",,San Mariano,Isabela,16.9838,122.0131,"A Milisyang Bayan member surrendered one M16 assault rifle and ammunition to the 95th Infantry Battalion in San Mariano, Isabela on 26 February 2026. Images confirmed the recovery of one Colt 653 assault rifle and 30 rounds of ammunition. The surrender was attributed to sustained community engagement through the unit's Modified Community Support Program (MCSSP).","- 1 Colt 653 assault rifle
- 30 rounds of ammunition","NSAG (Milisyang Bayan / CPP-NPA)
Military (95th Infantry Battalion, 5th Infantry Division)","Military, NSAG",,,,1,,,,,,,,,,,,,,,,30,,,,,,Insurgency,,5.3,https://www.facebook.com/95thSalaknib/posts/pfbid02VBj7J23HKMuj7onnGZaPN1e1f3dZG292SGD3F9h6WsxHQtbeecYgGXp1fzPG5HePl
1,PHL.26.02.26.004,Surrender/amnesty,"Former rebel surrenders Vz58 rifles and craft RPG-2 launcher in Malaybalay City, Bukidnon",26 February 2026,"Camp Captain Ramon M. Onahon, Malaybalay City, Bukidnon",Camp Captain Ramon M. Onahon,Malaybalay City,Bukidnon,8.1511,125.1293,"A former member of an armed group, presumed to be the NPA, handed over four weapons upon surrendering to police at Camp Captain Ramon M. Onahon in Malaybalay City, Bukidnon on 26 February 2026. The surrender took place under the Enhanced Comprehensive Local Integration Program (E-CLIP) and was overseen by the Bukidnon PPO, the 8th Infantry Battalion, 4th Infantry Division, and the DILG. Images confirmed the recovery of two Vz 58 assault rifles, one craft rifle, and one craft RPG-2-style launcher.","- 2 Vz 58 assault rifles
- 1 craft rifle
- 1 craft RPG-2-style launcher","NSAG (presumed CPP-NPA)
Police (Bukidnon PPO)
Military (8th Infantry Battalion, 4th Infantry Division)
Civilian officials (DILG)","Civilian, Military, NSAG, Police",,,,2,,,,,,,,,,,,,,,,,,1,,,1,Insurgency,,16,https://www.facebook.com/TheMindanaoSentinel2/posts/pfbid02sd5JEF6qcGo27121xDeqTz1aW736boP1sWKVaC2aTj1ApZibUH2moQFU32AAzyDrl
1,PHL.26.02.26.005,Seizure,Retired police officer dies from grenade blast in domestic disturbance in Island Garden City of Samal,26 February 2026,"Barangay San Remigio, Kaputian District, Island Garden City of Samal, Davao del Norte","Barangay San Remigio, Kaputian District",Island Garden City of Samal,Davao del Norte,6.914,125.7682,"A retired police officer was shot by responding officers and died from a hand grenade blast during an altercation in Barangay San Remigio, Kaputian District, Island Garden City of Samal on 26 February 2026. The incident began when the suspect arrived armed at a neighbour's residence, where an argument escalated into the suspect shooting a female victim in the leg. Responding officers from the Island Garden City of Samal Police Station attempted to negotiate, but the suspect continued firing and armed a hand grenade with its safety pin removed. Officers engaged the suspect, who was shot and subsequently dropped the grenade, which detonated near his body. He was declared dead on arrival at hospital. The female victim was evacuated. Police recovered a caliber .45 pistol and remnants of the hand grenade.","- 1 caliber .45 pistol
- 1 hand grenade (detonated)","Former police/soldier (retired police officer)
Police (Island Garden City of Samal Police Station)",Police,,1,,,,,,,,,,,,,,1,,,,,,,,,,"Crime, Domestic violence",,6,https://www.facebook.com/sunstardavaonews/posts/pfbid02TkHnqBRU3LmUBiMNxbiuyoZNbM2x8ZK8fYt3Dq5bUKBySoy1ufcqDMx64iBJPTvYl
1,PHL.26.02.27.001,Seizure,"Four armed men arrested with M16 rifle, M14 rifles, and grenades in Talipao, Sulu",27 February 2026,"Barangay Bagsak, Talipao, Sulu",Barangay Bagsak,Talipao,Sulu,6.0124,121.1544,"Troops of the 41st Infantry Battalion and police from PNP Talipao arrested four individuals and seized an array of weapons in Barangay Bagsak, Talipao, Sulu on 27 February 2026, following a complaint from residents about armed men in the area. The four suspects — identified as Jesfar Ablahan Jarah, Abdel Naser Sumaidi, Ahamad Hamsarani, and Kiram Muntanyo Sahiron — were allegedly involved in a fatal shooting incident in Barangay Bilaan, Talipao in September 2025. The operation was conducted under Talipao's Gun-Free and Peace-Centered Community Ordinance, which had taken effect on 17 February 2026. Images confirmed the seizure of two M14 rifles, one M16 assault rifle with a defaced serial number, one M203 grenade launcher, five projected 40mm grenades, and 220 rounds of ammunition.","- 2 M14 rifles
- 1 M16 assault rifle (serial number defaced)
- 1 M203 grenade launcher
- 5 projected 40mm grenades
- 220 rounds of ammunition","Unknown/Unaffiliated Entity (presumed communal/political militia)
Military (41st Infantry Battalion, 1103rd Infantry Brigade, 11th Infantry Division, Western Mindanao Command)
Police (PNP Talipao)","Military, Police, Unknown",,,,1,2,,,,,1,,,,,,,5,,,220,,,,,,"Crime, Gun ban",,28.2,https://tribune.net.ph/2026/02/28/4-armed-men-nabbed-guns-seized-in-sulu
1,PHL.26.02.27.002,Seizure,"Authorities seize grenade from BIFF field commander in Tupi, South Cotabato",27 February 2026,"Purok 1, Barangay Bunao, Tupi, South Cotabato","Purok 1, Barangay Bunao",Tupi,South Cotabato,6.3197,124.9357,"Troops and police seized a caliber .45 pistol and one Mk2 hand grenade when they arrested a field commander of the BIFF-Bungos Faction in Purok 1, Barangay Bunao, Tupi, South Cotabato on 27 February 2026. The suspect, Nasrullah Omar Onsek, had been a wanted individual since October 2021 on charges of multiple attempted murder, destructive arson, and violations of the Anti-Terrorism Act of 2020. Onsek is noted for his expertise in improvised explosive device fabrication. The operation was conducted by the Tupi Municipal Police Station and CIDG RFO 12, supported by the 6th Infantry Battalion, 1st Mechanized Infantry Brigade, 6th Infantry Division.","- 1 caliber .45 pistol
- 1 Mk2 hand grenade","NSAG (BIFF-Bungos Faction)
Police (Tupi Municipal Police Station, CIDG RFO 12, PRO 12)
Military (6th Infantry Battalion, 1st Mechanized Infantry Brigade, 6th Infantry Division, Joint Task Force Central, Western Mindanao Command)","Military, NSAG, Police",,1,,,,,,,,,,,,,,1,,,,,,,,,,"Insurgency, Terrorism",,6,https://www.facebook.com/maaasahaninaction/posts/pfbid02wuraFvPSSBy86MABEJrHVxXLuzxmc9RTP3fiuEXHaZW97Kao3dAyzHswbgbTiEqGl
1,PHL.26.02.27.003,Surrender/amnesty,"Three Militiang Bayan members surrender craft firearms in Talakag, Bukidnon",27 February 2026,"Barangay Tagbak, Talakag, Bukidnon",Barangay Tagbak,Talakag,Bukidnon,8.0142,124.6946,"Three Militiang Bayan members surrendered two craft shotguns and one craft handgun to police in Barangay Tagbak, Talakag, Bukidnon on 27 February 2026. The surrender was facilitated through intelligence operations of the 1004th Maneuver Company, with support from the Bukidnon Provincial Intelligence Unit and the Bukidnon Provincial Intelligence Team.","- 2 craft shotguns
- 1 craft handgun","NSAG (Militiang Bayan, CPP-NPA)
Police (1004th Maneuver Company, PRO 10, Bukidnon Provincial Intelligence Unit)","NSAG, Police",,,,,,,,,,,,,,,,,,,,,1,,2,,,Insurgency,,1.5,https://www.facebook.com/TheMindanaoSentinel2/posts/pfbid0GULmW4cGEe89r6nNaHmRSuQtECPp93srcr1KDxoBJYK3mFgJHHdDqeBmAoA3RyGLkaQBl
1,PHL.26.02.27.004,Seizure,"Son of former vice mayor arrested with hand grenade and revolver in Malungon, Sarangani",27 February 2026,"Sitio Agdao 1, Barangay Talus, Malungon, Sarangani Province","Sitio Agdao 1, Barangay Talus",Malungon,Sarangani Province,6.4417,125.3042,"Police from the Malungon Municipal Police Station, Sarangani PPO, and associated units seized one MK2 hand grenade, a caliber .38 revolver, and 0.2 grams of shabu when they arrested the son of a former vice mayor in Barangay Talus, Malungon, Sarangani Province on 27 February 2026. Explosive Ordnance Disposal personnel were called to secure the grenade. The inventory was conducted in the presence of the suspect, a barangay kagawad, and a media representative.","- 1 caliber .38 revolver (serial no. 6995994)
- 6 rounds of ammunition
- 1 MK2 hand grenade","Criminal (drug user)
Political affiliate (son of former vice mayor)
Police (Malungon Municipal Police Station, Sarangani PPO, PIU, 1st Sarangani PMFC, RIU 12)",Police,,,1,,,,,,,,,,,,,1,,,,6,,,,,,Crime,,6.06,https://www.facebook.com/TheMindanaoSentinel2/posts/pfbid0foTK1t8ntzEUhmSF6PpihPqZR4NNFn386gYxc23K9ArBWZrGkFVnW7xAVGz5Zqu5l
1,PHL.26.02.28.001,Surrender/amnesty,"Sulu community reaffirms gun-free status with pistol surrender in Barangay Tinah, Panamao",28 February 2026,"Barangay Tinah, Panamao, Sulu",Barangay Tinah,Panamao,Sulu,5.9747,121.2406,"Barangay Tinah in Panamao, Sulu, held a ceremonial reaffirmation of its Rido-Free, Gun-Free, and Peace-Centered Community status on 28 February 2026, following the broader declaration of Panamao as a Gun-Free and Peace-Centered Municipality in 2025. As a symbol of commitment, community representatives voluntarily surrendered one 9mm pistol, formally received by personnel of the 21st Infantry Battalion and the Panamao Municipal Police Station for documentation and safekeeping.",- 1 9mm pistol,"Civilian community (Barangay Tinah residents and leaders)
Military (21st Infantry Battalion, 1102nd Infantry Brigade, 11th Infantry Division)
Police (Panamao Municipal Police Station)","Civilian, Military, Police",,1,,,,,,,,,,,,,,,,,,,,,,,,Gun ban,,1,https://www.facebook.com/permalink.php?story_fbid=pfbid02HnZyEJWnofXq3yPUcvJhENCWAWTudVrtopDFRGH6sTVkDGV2WSH6njvkdAQFprj7l&id=61557710281207
1,PHL.26.02.28.002,Diversion,"NPA militants kill two men and seize firearms in Escalante City, Negros Occidental",28 February 2026,"Sitio Biga and Sitio Malasaging, Barangay Pinapugasan, Escalante City, Negros Occidental","Sitio Biga and Sitio Malasaging, Barangay Pinapugasan",Escalante City,Negros Occidental,10.7591,123.431,"Approximately seven armed assailants killed two men in separate shooting incidents approximately 40 minutes apart in Barangay Pinapugasan, Escalante City, Negros Occidental on 28 February 2026. The fatalities were identified as Eduardo Catipay (61 years old, barangay chief tanod) and Jerry Lapus (43 years old, construction worker). In the first incident, the assailants ordered bystanders to sit in front of the barangay hall and shot Catipay multiple times. The armed group then proceeded to the residence of Lapus, woke him from sleep, and shot him. The CPP-NPA claimed responsibility for both killings, describing the victims as ""military intelligence assets"" and framing the actions as implementation of standing orders of a ""people's court."" The NPA also claimed the confiscation of one caliber .45 pistol and one caliber .357 pistol from the victims.","- 1 caliber .45 pistol
- 1 caliber .357 pistol","NSAG (CPP-NPA)
Civilian official (barangay chief tanod)
Unknown/unaffiliated entity","Civilian, NSAG, Unknown",,2,,,,,,,,,,,,,,,,,,,,,,,,Insurgency,,2,https://philippinerevolution.nu/statements/back-to-back-rjpc-npa-actions-in-escalante-yield-3-firearms/
2,PHL.26.02.28.003,Illicit transfer,Police Seize Six Firearms From Alleged Gunrunner in Quezon,28 February 2026,"Barangay Pury, San Antonio, Quezon",Barangay Pury,San Antonio,Quezon,13.9157,121.313,"Police arrested an alleged gunrunner identified as Soni, 49, and seized three caliber .45 pistols, two caliber .38 revolvers, and one caliber 9mm pistol when they searched his residence in Barangay Pury, San Antonio, Quezon on 28 February 2026. The operation was conducted under the PNP's sustained campaign against loose firearms.","- 3 caliber .45 pistols
- 2 caliber .38 revolvers
- 1 caliber 9mm pistol [images showed 5 pistols and 1 revolver]","Criminal Individual(s) (arms trafficker)
Police (CIDG Quezon Provincial Field Unit, PNP)","Criminal Individual, Police",,5,1,,,,,,,,,,,,,,,,,,,,,,,Crime,,6,https://www.facebook.com/pnp.pio/posts/pfbid0n2WQMVKpKdWjYkiH9Vzx8nycaViBh6wCMBSSHtUNJbsSNdPPzDzZxTatLHykBhoFl
2,PHL.26.02.28.004,Illicit manufacture,"Craft Firearm Manufacturer Arrested in Danao City, Cebu",28 February 2026,"Sitio Portland, Barangay Cahumayan, Danao City, Cebu","Sitio Portland, Barangay Cahumayan",Danao City,Cebu,10.5608,123.9486,"Police arrested a 51-year-old man after he was reportedly caught in the act of manufacturing unlicensed firearms in Sitio Portland, Barangay Cahumayan, Danao City on 28 February 2026. The operation took place following a complaint. The suspect allegedly produced craft weapons at night to avoid detection. Police seized firearms parts and components, including pistol barrels, lower receivers, and tools.","- Firearms parts and components, including pistol barrels, lower receivers, and tools","Criminal Individual(s) (illegal gun manufacturer)
Police (Danao City Police Station, Cebu Police Provincial Office)","Criminal Individual, Police",,,,,,,,,,,,,,,,,,,,,,,,,,Crime,,0,https://www.facebook.com/CebuprovincePNP/posts/pfbid0kVW4oYrbYL5kY912FnZhDApwBbQdX5Dv31GVU3Q6dDMV3PCn9F5iJangdkBis7csl
1,PHL.26.02.UNK.001,Illicit use/possession,"MNLF-BAF fighters display weapons at ceremonial formation in Matalam, Cotabato Province",24 February 2026,"Camp Aladin, Barangay Ilian, Matalam, Cotabato Province","Camp Aladin, Barangay Ilian",Matalam,Cotabato Province,7.1247,124.8943,"MNLF-BAF members conducted a formation and weapons inspection of a ""fully armed BAF battalion"" at Camp Aladin in Barangay Ilian, Matalam, Cotabato Province on an unspecified date (reported 24 February 2026). The ceremony was attended by local community leaders, Indigenous Peoples, settlers, and police from in and around Matalam. Organizers described the event as both organizational and symbolic, framed as an early commemoration of the Jabidah Massacre and the upcoming 58th founding anniversary of the MNLF on 18 March. No untoward incidents were reported. Images showed dozens of fighters in irregular combat uniforms armed with M16A1 assault rifles, M14 rifles, one Colt 653 assault rifle, one FN FAL assault rifle, two M203 grenade launchers, two M60 light machine guns, and one M79 grenade launcher.","- M16A1 assault rifles (multiple, count unspecified)
- M14 rifles (multiple, count unspecified)
- 1 Mk 14 EBR rifle
- 1 Colt 653 assault rifle
- 1 FN FAL assault rifle
- 2 M203 grenade launchers
- 2 M60 light machine guns
- 1 M79 grenade launcher","NSAG (MNLF-BAF)
Police (PNP Matalam)
Civilian officials (LGU)
Civilian community (community leaders, Indigenous Peoples, settlers)","Civilian, NSAG, Police",,,,,1,,,2,,3,,,,,,,,,,,,,,,,Insurgency,,53,https://www.facebook.com/TheMindanaoSentinel2/posts/pfbid0brmYrjMpjFuqEZsbTeHShMbxvDEuSBg3XoJNcrdPkU6HFbqPNnM9w6o28YkV4SAAl
1,PHL.26.02.UNK.002,Surrender/amnesty,"Three Milisyang Bayan members surrender firearms in Baggao, Cagayan",22 February 2026,"Barangay San Antonio, Baggao, Cagayan",Barangay San Antonio,Baggao,Cagayan,17.958,121.8688,"The 17th Infantry Battalion, police, and barangay officials facilitated the voluntary surrender of three former Milisyang Bayan members in Barangay San Antonio, Baggao, Cagayan on an unspecified date (reported 22 February 2026). The individuals surrendered one shotgun with three 12-gauge rounds and two rounds of 40mm M203 grenade launcher ammunition. Images corroborated the recovery of the shotgun and ammunition.","- 1 shotgun
- 3 12-gauge rounds of ammunition
- 2 projected 40mm grenades","NSAG (Milisyang Bayan, CPP-NPA)
Military (17th Infantry Battalion, 5th Infantry Division; Northern Luzon Command)
Police (Baggao Municipal Police Station, 204th Maneuver Company RMFB 2)
Civilian officials (Barangay San Antonio)","Civilian, Military, NSAG, Police",,,,,,1,,,,,,,,,,,2,,,3,,,,,,Insurgency,,4.03,https://www.facebook.com/kalinawnews/posts/pfbid02fT2nPzjshSZ4DRqiD6couRy3YqpYLrDdvsGCmDhu2KQeqar4YcN9L5GfvLS8HPr2l
